airline,origin,dest,month,day_of_week,hour,distance,delayed
SG,COK,AMD,2,3,17,801,1
QP,BOM,AMD,7,5,22,275,1
UA,PHX,SFO,4,6,7,1173,1
AA,ORD,DEN,6,4,15,888,0
UK,HYD,MAA,5,6,7,320,1
WN,ATL,ORD,12,2,17,606,1
6E,BOM,PNQ,12,6,8,90,1
QP,AMD,CCU,6,0,5,1079,1
AI,CCU,COK,2,0,20,943,1
QP,HYD,CCU,2,3,9,740,1
NK,PHX,ATL,6,0,15,593,0
AS,DEN,SEA,11,6,22,1024,0
IX,GOI,PNQ,8,2,5,230,1
AS,DEN,SEA,10,3,11,1024,1
WN,MIA,DEN,4,5,12,1155,1
QP,COK,BLR,6,3,7,230,1
6E,PNQ,BOM,12,4,17,90,1
AI,CCU,DEL,3,4,22,810,1
IX,DEL,BLR,7,1,22,1080,1
6E,DEL,HYD,4,1,14,780,0
AI,AMD,BOM,3,5,7,275,0
UK,PNQ,AMD,9,2,10,391,0
B6,SEA,PHX,9,5,15,1107,0
B6,LAS,DFW,11,2,9,433,1
AS,BOS,LAX,6,2,5,344,0
IX,DEL,BOM,9,6,10,710,0
IX,COK,CCU,7,6,22,870,0
IX,BLR,MAA,3,5,17,180,1
DL,ORD,ATL,10,6,19,606,1
F9,JFK,ORD,4,5,14,740,0
AI,DEL,BLR,5,6,14,1080,0
B6,SFO,DFW,4,2,11,624,0
UA,DFW,MIA,5,1,13,848,0
QP,PNQ,CCU,3,2,22,395,0
IX,HYD,BLR,5,1,8,310,0
B6,DEN,ATL,12,5,11,365,0
AI,MAA,AMD,10,6,10,1375,0
SG,HYD,GOI,3,0,20,817,1
WN,DFW,ORD,3,4,17,723,1
NK,SFO,DEN,8,4,14,188,1
QP,COK,BLR,5,2,15,230,1
UK,BLR,DEL,1,3,5,1080,1
IX,HYD,CCU,8,0,15,740,1
IX,GOI,BOM,5,5,8,265,0
WN,ATL,ORD,1,4,7,606,1
AI,HYD,COK,6,4,14,682,1
6E,CCU,DEL,5,6,20,810,0
IX,HYD,BOM,7,2,6,390,0
UA,PHX,SEA,8,2,5,1107,0
UA,PHX,LAS,4,0,14,256,0
AI,HYD,MAA,12,2,9,320,1
B6,DFW,SEA,9,1,5,1249,1
AS,JFK,SFO,5,3,16,958,1
UK,GOI,AMD,8,1,21,1030,1
AI,AMD,PNQ,2,4,10,168,1
IX,BOM,BLR,1,0,10,520,1
SG,COK,BLR,1,1,10,230,1
IX,GOI,AMD,10,6,15,804,0
UA,LAX,PHX,5,6,5,472,1
AI,COK,DEL,10,3,5,1280,1
AA,LAX,ATL,5,6,10,1946,1
WN,BOS,JFK,6,1,17,187,1
UK,HYD,PNQ,5,0,13,772,1
NK,PHX,MIA,5,1,5,1314,1
SG,DEL,MAA,7,1,7,1090,1
SG,AMD,DEL,4,3,7,470,1
AS,ATL,ORD,11,1,5,606,1
QP,MAA,CCU,6,6,9,850,1
IX,COK,BOM,12,6,22,670,1
AI,CCU,PNQ,5,0,10,363,0
IX,PNQ,MAA,11,5,22,524,0
6E,PNQ,HYD,7,1,17,1078,1
IX,DEL,CCU,5,1,15,810,0
AS,SFO,MIA,1,0,7,1239,1
AA,ATL,PHX,8,0,17,1134,1
UK,BOM,HYD,12,6,14,390,1
UK,MAA,BOM,1,5,16,640,0
6E,AMD,COK,2,6,6,1082,0
SG,CCU,BOM,9,1,16,1030,1
6E,BOM,MAA,10,1,16,640,0
WN,LAX,ATL,2,1,9,1946,0
F9,DEN,LAX,12,4,6,862,1
B6,SFO,MIA,3,5,5,1322,0
B6,SEA,DFW,10,4,8,1276,1
WN,LAX,ATL,3,4,21,1946,0
WN,LAX,DFW,8,2,5,1235,0
AA,DFW,ATL,4,0,6,1114,1
AS,LAX,DFW,8,4,7,1235,1
B6,JFK,LAX,6,1,5,2475,1
SG,CCU,BLR,6,6,11,970,1
UA,DEN,ORD,7,1,12,888,1
UK,CCU,DEL,3,6,16,810,1
DL,LAS,ORD,1,3,18,832,1
AA,ATL,MIA,7,1,7,595,1
UK,HYD,COK,6,3,14,993,1
F9,PHX,MIA,1,0,8,273,1
WN,DFW,BOS,2,3,11,404,0
UK,GOI,BLR,11,0,22,310,1
QP,MAA,PNQ,12,0,12,911,1
6E,DEL,COK,3,0,5,1280,1
AS,PHX,SEA,2,5,6,1107,1
WN,BOS,MIA,7,5,5,1258,1
NK,BOS,ORD,9,0,10,867,1
SG,GOI,DEL,7,2,18,940,1
IX,MAA,DEL,11,4,6,1090,1
AS,DEN,DFW,6,5,15,641,0
SG,BOM,GOI,4,6,16,265,1
QP,CCU,COK,2,3,21,1170,1
UA,JFK,ATL,7,3,17,760,1
SG,MAA,AMD,7,3,16,519,1
AI,MAA,BLR,8,2,16,180,1
WN,ATL,LAS,3,6,19,666,0
F9,MIA,DEN,11,5,16,265,1
F9,ATL,PHX,3,5,17,1291,1
IX,AMD,HYD,2,2,22,1307,1
AI,CCU,BLR,9,2,11,970,0
UA,DEN,ATL,10,3,14,699,1
AI,CCU,DEL,5,5,15,810,1
SG,COK,GOI,1,3,8,321,1
UK,CCU,COK,10,3,18,227,1
F9,LAS,JFK,8,0,21,1192,1
QP,PNQ,COK,7,2,11,1375,1
AI,MAA,BLR,1,5,7,180,0
SG,HYD,GOI,2,2,19,989,0
AA,ATL,BOS,9,2,21,1253,0
AI,BOM,MAA,1,1,11,640,1
UK,BOM,HYD,2,0,16,390,1
AS,LAS,JFK,1,4,19,659,1
UK,DEL,MAA,9,5,18,1090,1
UK,CCU,DEL,3,0,11,810,1
NK,DFW,LAX,9,3,11,1235,1
QP,MAA,AMD,5,2,16,1146,1
IX,BLR,AMD,1,1,19,575,0
QP,BLR,BOM,7,3,10,520,0
IX,DEL,HYD,4,3,12,780,1
UK,MAA,PNQ,11,0,5,1194,0
DL,DEN,ORD,4,4,18,888,1
6E,DEL,COK,11,2,8,1280,0
SG,BLR,CCU,3,2,17,970,0
F9,MIA,ATL,4,6,9,595,0
UK,AMD,CCU,3,2,13,674,0
UA,PHX,DFW,10,4,11,486,0
QP,BLR,COK,2,0,19,230,1
UA,JFK,SEA,5,0,6,375,1
AA,LAS,SFO,4,2,9,414,0
6E,BLR,AMD,9,4,9,980,1
UA,ORD,LAX,5,3,15,1744,1
AI,PNQ,HYD,1,4,8,1247,0
UK,HYD,BLR,1,1,9,310,1
SG,DEL,BOM,3,6,17,710,0
AA,SEA,DFW,11,4,6,1234,1
QP,BOM,CCU,7,2,15,1030,0
IX,AMD,GOI,4,5,5,250,0
IX,AMD,HYD,1,3,14,674,0
F9,LAX,DEN,9,3,22,862,1
QP,HYD,DEL,6,1,6,780,1
B6,DEN,BOS,10,0,22,665,1
WN,LAX,SEA,7,5,5,954,1
F9,SEA,SFO,10,4,5,679,1
6E,COK,BOM,5,6,5,670,1
QP,BOM,COK,8,2,18,670,0
F9,SEA,DFW,5,0,13,228,1
UK,CCU,PNQ,9,1,11,866,0
UA,DEN,MIA,10,2,15,1271,1
UK,COK,MAA,11,5,16,340,0
AI,BOM,CCU,7,2,12,1030,1
SG,DEL,BLR,2,6,11,1080,0
6E,BLR,DEL,6,1,20,1080,0
NK,SEA,MIA,9,0,11,1212,1
SG,AMD,BLR,10,3,12,1143,0
IX,CCU,HYD,10,0,22,740,0
IX,COK,MAA,9,4,14,340,0
IX,CCU,HYD,6,1,10,740,0
QP,MAA,AMD,8,4,6,1303,1
AA,LAS,ATL,9,3,9,613,0
IX,BOM,COK,1,5,6,670,1
IX,BOM,BLR,12,6,15,520,0
AA,LAS,DFW,11,2,15,758,0
IX,HYD,PNQ,12,5,9,403,1
NK,LAX,LAS,12,4,11,346,1
QP,DEL,BLR,3,1,12,1080,0
IX,CCU,AMD,3,4,14,442,1
6E,AMD,BOM,6,0,19,275,1
NK,DEN,ORD,3,2,15,888,0
AA,JFK,SEA,1,1,9,382,1
SG,BLR,DEL,11,4,12,1080,1
AI,PNQ,AMD,11,1,16,1377,0
AS,PHX,DFW,4,6,8,994,1
QP,BOM,GOI,8,4,5,265,1
UA,DEN,SEA,3,0,22,1024,1
F9,DFW,SFO,11,3,12,394,1
NK,JFK,LAX,6,1,10,2475,1
IX,PNQ,BLR,10,5,15,460,0
B6,JFK,ORD,5,4,14,740,0
QP,PNQ,COK,8,5,20,1167,1
F9,DEN,SEA,11,0,17,1024,0
F9,DEN,SEA,7,4,8,1024,1
UK,AMD,BLR,10,6,15,602,0
6E,BLR,GOI,5,2,8,310,0
F9,SEA,JFK,7,2,20,973,0
DL,ORD,JFK,11,0,10,740,0
AI,AMD,DEL,7,0,13,470,1
6E,COK,GOI,8,5,12,459,1
AI,BOM,BLR,4,3,22,520,1
IX,BLR,CCU,12,1,6,970,1
AI,MAA,HYD,12,6,20,320,1
B6,ATL,SFO,12,1,11,1006,0
IX,CCU,COK,12,0,19,743,1
UK,COK,HYD,3,0,17,1162,0
NK,LAS,BOS,9,6,15,1287,0
AI,BLR,AMD,5,3,13,941,0
UK,CCU,MAA,2,0,13,850,0
IX,PNQ,COK,12,5,13,1061,1
NK,SEA,LAX,4,4,19,954,1
AS,SFO,JFK,2,2,19,167,0
SG,HYD,BOM,10,3,5,390,1
AS,ATL,DFW,5,0,21,451,0
B6,LAS,PHX,1,5,16,256,1
AI,AMD,DEL,12,4,14,470,1
AA,DFW,MIA,6,4,13,304,1
6E,PNQ,HYD,2,6,22,1334,1
UK,GOI,AMD,9,3,16,863,1
UA,PHX,JFK,7,2,6,416,0
UA,SEA,SFO,12,6,22,679,0
UK,HYD,AMD,3,4,11,533,1
F9,BOS,MIA,4,0,15,1258,0
DL,DFW,DEN,12,3,6,641,1
IX,DEL,MAA,11,6,22,1090,1
AI,AMD,DEL,7,2,14,470,1
UK,COK,PNQ,3,3,17,742,0
AA,BOS,DEN,10,3,6,655,1
UK,COK,HYD,9,5,10,305,1
QP,MAA,CCU,8,1,20,850,0
NK,JFK,PHX,9,6,10,631,1
SG,COK,CCU,5,0,19,595,1
B6,PHX,MIA,11,3,6,861,0
NK,MIA,ORD,11,3,17,1236,1
6E,AMD,CCU,5,1,11,961,0
AS,LAX,PHX,6,1,17,325,0
AI,HYD,BLR,10,0,8,310,0
AS,PHX,JFK,2,0,9,520,1
6E,HYD,CCU,5,3,13,740,1
6E,MAA,PNQ,5,3,8,922,0
B6,MIA,LAX,7,6,6,1293,1
UA,MIA,BOS,2,6,22,1258,1
6E,PNQ,AMD,6,6,18,223,1
B6,BOS,JFK,8,3,20,187,1
IX,BOM,MAA,12,5,9,640,1
AA,SEA,MIA,5,5,11,880,1
UA,SEA,DEN,11,0,14,1024,1
SG,AMD,COK,6,5,19,666,1
NK,LAS,DEN,12,4,14,1079,1
WN,LAX,MIA,11,5,8,1049,1
UA,BOS,MIA,1,1,21,1258,0
F9,JFK,ORD,2,1,5,740,1
B6,JFK,LAX,5,5,22,2475,1
DL,SEA,SFO,10,5,22,679,0
QP,CCU,COK,9,6,5,326,1
AA,DEN,ORD,4,1,15,888,1
AA,ATL,LAS,8,0,11,566,1
AA,LAX,LAS,9,2,19,508,0
NK,SFO,DEN,6,4,6,649,1
F9,SEA,JFK,7,3,6,502,1
UA,SEA,JFK,5,4,10,1342,0
NK,LAX,DFW,6,5,15,1235,1
QP,MAA,PNQ,7,3,17,343,1
DL,SEA,SFO,11,1,18,679,1
B6,PHX,BOS,6,6,20,710,0
AA,MIA,ORD,9,0,14,485,1
F9,SFO,PHX,3,1,19,180,1
AS,DEN,LAS,10,0,7,192,1
F9,LAX,LAS,3,3,8,259,1
IX,CCU,HYD,9,0,13,740,1
AS,MIA,LAX,6,2,19,1223,1
NK,DFW,SEA,5,6,21,433,1
SG,HYD,CCU,12,0,15,740,1
AI,BOM,AMD,4,2,5,275,1
QP,COK,BOM,3,1,10,670,0
WN,SFO,PHX,9,5,8,1240,0
WN,DEN,DFW,10,1,8,641,1
WN,PHX,SFO,2,6,10,645,1
UK,MAA,BOM,3,0,10,640,0
6E,MAA,BLR,12,4,11,180,0
SG,AMD,BLR,11,0,11,669,0
F9,ATL,LAX,5,4,8,1946,1
UA,LAS,MIA,3,6,9,1029,1
B6,JFK,LAS,2,2,14,922,1
AA,BOS,LAS,4,4,16,192,0
AI,BLR,DEL,2,5,19,1080,1
B6,DEN,LAX,11,6,17,862,1
6E,CCU,COK,1,3,8,351,1
QP,HYD,GOI,9,5,22,1091,0
NK,MIA,SEA,7,2,14,219,1
F9,BOS,PHX,1,3,19,1058,1
NK,LAS,ORD,12,6,5,1308,1
AA,BOS,MIA,7,6,19,1258,1
AS,ORD,BOS,9,6,19,867,1
F9,ORD,SEA,1,6,12,240,0
IX,MAA,AMD,7,3,7,383,1
AS,BOS,DFW,4,5,17,581,0
WN,JFK,DEN,10,6,6,1371,1
QP,HYD,CCU,11,5,9,740,0
AS,DFW,SEA,4,5,11,814,1
B6,MIA,BOS,10,5,19,1258,1
WN,ORD,SFO,8,0,6,1319,1
NK,DFW,MIA,12,5,16,1241,1
WN,LAX,MIA,10,5,19,797,1
QP,MAA,HYD,6,1,17,320,1
SG,MAA,HYD,9,6,6,320,1
6E,BLR,HYD,8,0,20,310,1
AA,BOS,ATL,1,0,13,979,1
IX,BLR,HYD,1,0,21,310,1
6E,DEL,PNQ,8,1,19,730,0
IX,AMD,CCU,6,6,5,731,1
WN,PHX,ORD,6,1,10,761,0
UK,MAA,CCU,4,3,9,850,1
6E,HYD,CCU,12,4,19,740,1
AS,LAS,ATL,9,3,11,812,0
SG,GOI,COK,11,2,11,1317,1
QP,COK,BLR,3,0,22,230,1
6E,DEL,BOM,8,1,12,710,0
QP,PNQ,COK,9,1,19,949,0
NK,ORD,DEN,7,4,13,888,0
UK,BOM,DEL,5,5,13,710,0
6E,CCU,DEL,4,6,7,810,1
F9,SFO,MIA,1,6,22,1239,1
AI,CCU,MAA,7,3,16,850,1
QP,HYD,BLR,7,0,13,310,0
UA,DFW,LAX,5,6,21,1235,0
F9,LAX,BOS,11,0,19,485,1
F9,DEN,ORD,6,4,19,888,1
AS,MIA,SFO,10,2,15,1031,0
AA,PHX,DFW,1,5,5,398,0
UK,PNQ,HYD,9,4,14,938,1
B6,ATL,DEN,1,3,17,509,1
AI,PNQ,CCU,10,5,19,547,1
UA,BOS,ATL,10,0,5,462,1
UK,CCU,HYD,1,5,7,740,1
DL,JFK,SFO,12,6,12,637,1
6E,COK,AMD,11,0,7,220,1
6E,BLR,DEL,6,3,8,1080,1
AI,PNQ,CCU,8,4,7,875,1
AA,BOS,LAS,7,6,21,495,0
DL,JFK,DEN,9,2,13,939,1
IX,CCU,HYD,2,3,8,740,1
AI,PNQ,GOI,7,2,9,230,1
AI,CCU,BLR,6,6,8,970,1
AS,SFO,MIA,12,4,11,271,0
WN,PHX,LAS,6,0,22,256,1
SG,PNQ,BLR,2,5,13,460,0
B6,SEA,LAS,5,1,17,865,0
QP,HYD,COK,5,5,17,602,1
UA,PHX,SFO,7,1,17,932,0
AI,PNQ,MAA,11,3,13,862,0
SG,PNQ,GOI,6,6,17,230,1
AI,MAA,AMD,11,5,19,590,1
B6,DFW,DEN,1,1,5,641,0
AS,MIA,LAS,2,4,10,1283,0
IX,GOI,COK,1,4,12,857,0
AS,ORD,DFW,1,5,15,1073,1
UK,GOI,BLR,4,3,15,310,0
QP,BLR,CCU,10,4,19,970,1
AI,BOM,PNQ,9,5,8,90,0
NK,SEA,JFK,4,2,11,750,1
6E,MAA,DEL,3,5,20,1090,1
AI,BLR,COK,1,6,7,230,0
UA,BOS,PHX,8,4,10,197,0
AA,MIA,DEN,1,3,7,944,0
UK,HYD,BOM,7,3,7,390,1
QP,BLR,MAA,1,0,16,180,1
B6,BOS,MIA,7,5,19,1258,1
IX,GOI,PNQ,7,1,13,230,0
AA,ATL,MIA,4,0,8,595,1
QP,BLR,DEL,2,6,12,1080,1
AA,DEN,LAS,3,5,8,477,1
SG,AMD,BOM,5,5,21,275,1
UK,BOM,COK,8,0,11,670,1
UA,LAS,ATL,9,3,9,831,1
6E,COK,CCU,8,3,8,1016,1
NK,DFW,MIA,6,4,9,519,0
DL,JFK,PHX,10,6,8,1108,1
UK,MAA,GOI,9,1,18,294,1
WN,DFW,LAS,2,1,12,1364,0
F9,JFK,MIA,12,2,21,1090,1
AI,AMD,CCU,11,1,5,687,1
AS,LAS,ATL,7,4,12,927,1
6E,BLR,BOM,12,1,20,520,0
UK,GOI,HYD,9,6,13,307,1
F9,SFO,DFW,5,0,7,723,1
UK,DEL,COK,4,1,7,1280,0
B6,SEA,BOS,9,0,21,417,0
IX,BLR,CCU,2,2,16,970,0
WN,SFO,ATL,10,5,16,1072,0
IX,BLR,GOI,11,2,15,310,0
AS,DEN,SEA,12,3,6,1024,0
IX,COK,DEL,5,5,18,1280,1
SG,PNQ,GOI,3,6,15,230,1
NK,LAS,BOS,12,2,21,809,0
AS,DEN,SFO,10,2,9,571,1
UK,AMD,GOI,6,1,14,900,0
SG,CCU,PNQ,4,3,22,732,0
AI,BOM,AMD,11,4,16,275,1
WN,DEN,ORD,1,0,10,888,1
6E,MAA,GOI,5,5,12,485,0
AI,HYD,BLR,12,6,13,310,1
NK,SEA,ATL,5,4,14,1388,0
B6,DEN,SEA,2,6,20,1024,1
AS,PHX,ORD,3,6,16,1152,1
F9,JFK,DFW,5,4,21,1391,0
UK,AMD,GOI,9,6,7,727,0
AA,PHX,MIA,11,2,16,406,1
AS,SFO,LAX,9,2,10,337,0
AS,JFK,ATL,3,0,10,760,1
UA,ATL,SEA,7,5,9,1342,1
B6,LAX,DEN,5,2,14,862,1
6E,BLR,BOM,6,2,19,520,1
AI,HYD,MAA,7,1,13,320,1
SG,PNQ,COK,6,6,22,171,1
AI,DEL,COK,3,2,14,1280,0
B6,DEN,SFO,9,4,13,1039,1
IX,COK,BLR,9,4,5,230,1
IX,CCU,DEL,6,6,16,810,1
F9,ATL,PHX,12,5,5,1218,1
UA,ORD,MIA,4,2,13,434,0
6E,BOM,CCU,7,3,17,1030,0
AA,LAX,JFK,12,3,22,2475,1
DL,MIA,ORD,1,0,10,1125,1
F9,DFW,ORD,1,6,12,777,1
UK,BLR,GOI,3,5,14,310,0
NK,JFK,PHX,5,4,5,1184,0
QP,CCU,GOI,7,6,16,791,1
AS,BOS,DFW,1,2,16,298,0
WN,SEA,LAX,5,3,21,954,1
QP,DEL,HYD,5,6,17,780,1
UA,MIA,SEA,2,3,12,534,1
IX,BLR,AMD,9,5,15,709,1
UK,CCU,BOM,12,5,19,1030,1
UA,SEA,ORD,11,5,18,877,1
UA,DFW,BOS,6,5,22,1059,1
B6,ORD,SFO,3,2,19,921,0
AI,PNQ,DEL,7,5,5,730,1
IX,PNQ,COK,7,2,19,341,0
QP,MAA,AMD,11,4,12,1258,0
SG,CCU,AMD,1,0,22,367,1
B6,DEN,PHX,3,1,5,855,0
SG,BOM,CCU,7,4,20,1030,1
SG,PNQ,MAA,2,3,21,352,0
DL,LAX,DFW,1,4,10,1235,0
IX,GOI,PNQ,7,6,14,230,1
QP,CCU,BOM,7,5,17,1030,1
F9,SEA,DEN,5,3,5,1024,0
AI,GOI,BOM,3,0,20,265,0
AA,SEA,PHX,4,0,20,1107,1
F9,PHX,DFW,3,4,14,1233,0
NK,DFW,MIA,2,6,15,1251,1
F9,SFO,PHX,6,1,9,972,1
NK,ORD,BOS,10,6,14,867,0
SG,DEL,AMD,8,2,14,470,0
AS,JFK,DEN,2,2,14,489,0
SG,CCU,GOI,1,2,11,594,1
SG,DEL,BLR,5,5,11,1080,1
F9,SFO,JFK,2,0,5,1256,1
AS,BOS,LAS,9,5,20,715,0
AI,CCU,AMD,5,1,7,1322,1
QP,GOI,COK,2,2,8,879,1
AA,PHX,ATL,9,4,13,210,0
F9,BOS,DFW,8,0,5,468,0
B6,BOS,ORD,4,3,12,867,0
IX,GOI,DEL,12,5,7,940,1
B6,MIA,LAS,8,4,8,948,1
6E,BOM,DEL,11,5,21,710,1
B6,SEA,LAX,3,4,12,954,1
UK,AMD,CCU,7,5,6,1176,1
UK,BOM,COK,8,6,15,670,1
QP,PNQ,BOM,6,2,9,90,0
WN,SFO,BOS,9,3,10,1227,0
AA,PHX,JFK,1,6,21,488,1
QP,BLR,CCU,1,3,13,970,0
DL,LAS,PHX,9,0,15,256,0
F9,DFW,MIA,9,3,5,1175,0
IX,GOI,BOM,1,3,18,265,1
NK,DEN,MIA,1,4,21,412,1
SG,CCU,GOI,6,1,5,799,1
AS,DEN,MIA,4,4,12,914,1
IX,DEL,GOI,12,6,22,940,0
DL,BOS,LAS,12,5,22,1303,1
B6,SFO,DFW,5,3,19,912,1
AI,MAA,CCU,3,3,21,850,0
UK,CCU,BLR,3,0,5,970,1
WN,DEN,SEA,4,2,22,1024,0
UK,BLR,CCU,5,5,13,970,0
NK,PHX,LAX,2,0,17,590,1
AA,DFW,DEN,1,5,6,641,0
6E,BLR,HYD,3,6,10,310,0
AI,PNQ,GOI,11,2,5,230,1
AI,HYD,BOM,8,1,18,390,1
IX,AMD,CCU,10,1,6,501,1
F9,SEA,DFW,1,4,20,1126,1
DL,SFO,ORD,9,1,14,543,1
6E,BLR,MAA,5,3,17,180,1
SG,PNQ,AMD,8,6,5,868,0
B6,LAX,ATL,11,0,9,1946,1
SG,MAA,BOM,11,0,6,640,1
WN,JFK,ORD,5,4,9,740,0
IX,BOM,COK,4,1,11,670,0
UA,DFW,MIA,10,0,11,478,0
WN,JFK,LAS,2,3,18,283,1
UA,ORD,DFW,3,5,9,718,1
IX,BLR,GOI,5,1,15,310,0
SG,PNQ,CCU,7,5,15,1039,1
UK,GOI,AMD,8,3,12,498,1
B6,MIA,LAS,2,1,6,542,1
AI,BOM,DEL,9,5,13,710,1
UK,DEL,AMD,10,4,5,470,1
UA,LAX,ORD,6,4,11,1744,1
B6,LAS,SEA,10,1,8,833,1
NK,JFK,LAX,5,1,9,2475,1
B6,SFO,ORD,8,2,6,359,1
UK,AMD,GOI,6,3,15,725,0
UK,CCU,BOM,11,4,9,1030,0
UA,ORD,DFW,1,5,21,1348,1
WN,PHX,DFW,7,6,7,530,1
6E,HYD,AMD,8,1,16,1027,0
AA,PHX,LAS,7,0,13,256,1
B6,MIA,SFO,3,6,19,992,1
UK,HYD,GOI,9,5,14,1339,0
NK,JFK,BOS,12,2,7,187,1
AI,MAA,PNQ,9,5,11,878,0
AI,BOM,GOI,12,1,14,265,0
AI,AMD,CCU,5,1,5,644,1
AA,SFO,DFW,5,1,13,1303,0
SG,MAA,PNQ,2,1,21,329,1
IX,BOM,BLR,2,6,7,520,1
AI,MAA,BOM,3,1,13,640,0
UK,CCU,BLR,11,5,10,970,1
WN,DEN,DFW,12,5,9,641,0
SG,MAA,BOM,5,6,12,640,0
AS,DEN,ATL,11,1,5,1395,1
B6,SFO,MIA,9,5,8,888,1
UA,DFW,ORD,5,4,12,534,1
IX,BLR,DEL,9,4,11,1080,1
6E,AMD,COK,9,4,8,729,0
UA,ORD,LAX,8,3,12,1744,0
DL,ORD,MIA,3,5,18,414,0
QP,BLR,COK,4,4,22,230,1
UA,JFK,MIA,3,1,16,1090,0
F9,DEN,ORD,2,0,10,888,1
NK,ATL,PHX,11,0,9,628,1
QP,BOM,COK,9,3,16,670,1
F9,DEN,ORD,6,6,5,888,1
SG,GOI,BLR,2,4,19,310,1
SG,BLR,PNQ,12,1,21,460,0
UA,DFW,DEN,11,0,14,641,0
AI,AMD,BOM,3,3,8,275,1
UK,MAA,COK,5,2,7,340,0
F9,BOS,PHX,11,2,20,451,1
AI,AMD,COK,7,2,16,595,1
WN,JFK,MIA,5,0,18,1090,1
AS,LAX,DEN,3,0,7,862,0
6E,AMD,DEL,12,6,18,470,0
WN,ATL,BOS,12,4,11,1191,1
AS,ATL,MIA,2,5,12,595,1
IX,CCU,BLR,9,1,20,970,0
AI,BLR,PNQ,1,3,16,460,0
SG,BLR,MAA,11,1,12,180,0
B6,MIA,SFO,6,2,13,525,1
UK,DEL,COK,4,6,11,1280,1
AS,MIA,PHX,6,2,13,353,0
AS,PHX,MIA,10,2,14,341,0
AS,DFW,SEA,9,6,11,360,0
QP,BOM,DEL,7,4,9,710,1
6E,CCU,BOM,9,3,20,1030,1
AA,SEA,PHX,10,5,9,1107,1
IX,BOM,HYD,6,1,19,390,1
IX,COK,PNQ,8,0,7,1059,1
QP,CCU,COK,3,0,8,831,1
WN,LAX,MIA,9,1,16,387,0
AA,SEA,BOS,10,5,21,889,1
SG,BOM,HYD,5,1,6,390,1
UK,BOM,COK,9,3,14,670,1
DL,DEN,JFK,5,1,11,553,1
F9,DFW,BOS,4,1,21,312,0
DL,LAX,SFO,12,1,12,337,1
B6,ORD,SEA,8,3,19,489,1
AA,BOS,SEA,12,6,19,1286,1
WN,ATL,LAS,5,0,7,198,0
DL,SEA,PHX,11,5,19,1107,0
AI,BLR,COK,6,2,8,230,0
WN,SFO,ORD,9,2,19,887,0
IX,AMD,BLR,8,1,13,331,0
NK,PHX,LAS,3,1,12,256,1
UK,BLR,MAA,2,0,5,180,1
QP,GOI,BOM,5,5,6,265,0
IX,CCU,GOI,12,1,12,1194,0
UK,DEL,PNQ,3,1,7,730,0
WN,BOS,DEN,6,0,17,390,1
B6,DFW,LAS,5,2,13,1153,0
WN,LAX,JFK,1,4,9,2475,1
UA,PHX,LAX,4,3,19,689,0
WN,BOS,MIA,9,5,10,1258,1
UA,ATL,LAX,2,3,5,1946,1
6E,PNQ,AMD,3,2,10,793,0
AA,DFW,LAS,12,3,7,1384,1
QP,BOM,PNQ,11,5,10,90,1
SG,BOM,DEL,1,0,13,710,1
AI,BOM,COK,8,1,7,670,1
NK,MIA,DFW,2,1,11,199,1
6E,GOI,PNQ,9,0,8,230,1
6E,GOI,DEL,10,2,21,940,1
AI,COK,CCU,8,5,21,498,0
AI,MAA,BLR,2,6,12,180,1
AA,LAS,MIA,8,5,21,354,1
AI,BOM,BLR,4,0,11,520,0
UA,LAS,JFK,2,1,5,1232,1
SG,BLR,AMD,12,6,10,994,1
IX,BOM,PNQ,8,4,6,90,1
QP,HYD,CCU,9,2,5,740,0
B6,MIA,LAS,3,4,13,189,0
QP,DEL,COK,6,5,18,1280,1
6E,AMD,DEL,4,4,14,470,1
B6,ORD,SFO,2,0,9,681,1
WN,SEA,LAS,7,3,9,372,1
QP,PNQ,COK,11,5,21,1044,0
AA,BOS,ORD,10,2,11,867,0
AI,BLR,DEL,11,4,8,1080,0
WN,SEA,JFK,5,5,20,654,0
B6,DEN,PHX,10,0,19,1124,1
AA,SFO,ORD,2,5,6,1273,1
AA,SEA,SFO,7,5,12,679,0
UA,BOS,DFW,10,2,9,1325,0
NK,LAS,SFO,7,3,11,414,1
6E,HYD,COK,6,5,12,428,1
SG,HYD,AMD,4,4,9,384,1
SG,BLR,CCU,12,4,9,970,1
DL,SEA,DEN,11,5,14,1024,1
NK,DEN,BOS,10,3,16,396,1
B6,JFK,DFW,6,4,15,1391,1
IX,HYD,BOM,3,2,8,390,0
SG,BLR,MAA,12,1,17,180,1
UK,MAA,CCU,12,2,20,850,1
IX,HYD,DEL,7,1,20,780,1
DL,LAX,DEN,9,0,16,862,0
SG,HYD,BLR,3,0,15,310,1
NK,SEA,LAX,7,0,21,954,0
WN,BOS,MIA,9,1,21,1258,0
B6,DFW,LAS,3,4,18,703,1
AI,CCU,BOM,5,0,12,1030,1
UK,PNQ,BOM,4,2,15,90,0
F9,DFW,JFK,11,3,16,1391,1
UK,COK,PNQ,1,2,11,926,1
AI,AMD,MAA,7,5,21,1180,0
AS,JFK,DFW,11,5,13,1391,0
QP,BLR,MAA,12,2,14,180,0
AS,BOS,SEA,10,1,20,588,0
QP,COK,BOM,7,4,9,670,1
F9,JFK,SEA,4,3,8,1093,1
SG,PNQ,MAA,12,1,21,534,1
